locus_id,gene_name,gene_id,gene_type,gtex_tissue,gtex_chrom,reference_genome,maf_min,maf_max,min_sample_size,alphagenome_sequence_length,alphagenome_target_data_source,alphagenome_target_gtex_tissue,alphagenome_batch_size,alphagenome_max_workers,alphagenome_retry_wait_seconds,enabled
ydjc_chr22_lung,YDJC,ENSG00000161179.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sgsm1_chr22_lung,SGSM1,ENSG00000167037.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mei1_chr22_lung,MEI1,ENSG00000167077.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kcnj4_chr22_lung,KCNJ4,ENSG00000168135.4,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
trabd_chr22_lung,TRABD,ENSG00000170638.10,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
csdc2_chr22_lung,CSDC2,ENSG00000172346.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
il17ra_chr22_lung,IL17RA,ENSG00000177663.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lrrc75b_chr22_lung,LRRC75B,ENSG00000178026.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
limk2_chr22_lung,LIMK2,ENSG00000182541.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
wbp2nl_chr22_lung,WBP2NL,ENSG00000183066.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
smdt1_chr22_lung,SMDT1,ENSG00000183172.9,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
znrf3_chr22_lung,ZNRF3,ENSG00000183579.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
chek2_chr22_lung,CHEK2,ENSG00000183765.23,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tob2_chr22_lung,TOB2,ENSG00000183864.5,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tbx1_chr22_lung,TBX1,ENSG00000184058.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
uqcr10_chr22_lung,UQCR10,ENSG00000184076.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
nipsnap1_chr22_lung,NIPSNAP1,ENSG00000184117.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
creld2_chr22_lung,CRELD2,ENSG00000184164.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
osbp2_chr22_lung,OSBP2,ENSG00000184792.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fam227a_chr22_lung,FAM227A,ENSG00000184949.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
prame_chr22_lung,PRAME,ENSG00000185686.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
drg1_chr22_lung,DRG1,ENSG00000185721.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gnb1l_chr22_lung,GNB1L,ENSG00000185838.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
il17rel_chr22_lung,IL17REL,ENSG00000188263.10,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rrp7a_chr22_lung,RRP7A,ENSG00000189306.11,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
xpnpep3_chr22_lung,XPNPEP3,ENSG00000196236.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cryba4_chr22_lung,CRYBA4,ENSG00000196431.4,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
plxnb2_chr22_lung,PLXNB2,ENSG00000196576.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tmem184b_chr22_lung,TMEM184B,ENSG00000198792.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gp1bb_chr22_lung,GP1BB,ENSG00000203618.6,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cdpf1_chr22_lung,CDPF1,ENSG00000205643.11,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
csnk1e_chr22_lung,CSNK1E,ENSG00000213923.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rtl10_chr22_lung,RTL10,ENSG00000215012.9,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
syce3_chr22_lung,SYCE3,ENSG00000217442.4,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
adsl_chr22_lung,ADSL,ENSG00000239900.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pisd_chr22_lung,PISD,ENSG00000241878.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
arfgap3_chr22_lung,ARFGAP3,ENSG00000242247.11,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
shank3_chr22_lung,SHANK3,ENSG00000251322.10,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
nol12_chr22_lung,NOL12,ENSG00000273899.5,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
znf280b_chr22_lung,ZNF280B,ENSG00000275004.4,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sstr3_chr22_lung,SSTR3,ENSG00000278195.2,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tmem191b_chr22_lung,TMEM191B,ENSG00000278558.5,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rnf14_chr5_lung,RNF14,ENSG00000013561.18,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cd74_chr5_lung,CD74,ENSG00000019582.17,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
b4galt7_chr5_lung,B4GALT7,ENSG00000027847.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
trio_chr5_lung,TRIO,ENSG00000038382.21,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
spdl1_chr5_lung,SPDL1,ENSG00000040275.17,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
jade2_chr5_lung,JADE2,ENSG00000043143.22,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
thoc3_chr5_lung,THOC3,ENSG00000051596.10,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc12a2_chr5_lung,SLC12A2,ENSG00000064651.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
snx24_chr5_lung,SNX24,ENSG00000064652.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
aff4_chr5_lung,AFF4,ENSG00000072364.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
stk10_chr5_lung,STK10,ENSG00000072786.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sncb_chr5_lung,SNCB,ENSG00000074317.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc1a3_chr5_lung,SLC1A3,ENSG00000079215.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kcnn2_chr5_lung,KCNN2,ENSG00000080709.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mef2c_chr5_lung,MEF2C,ENSG00000081189.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dele1_chr5_lung,DELE1,ENSG00000081791.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhga2_chr5_lung,PCDHGA2,ENSG00000081853.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fyb1_chr5_lung,FYB1,ENSG00000082074.19,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tnpo1_chr5_lung,TNPO1,ENSG00000083312.19,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cdc23_chr5_lung,CDC23,ENSG00000094880.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cep72_chr5_lung,CEP72,ENSG00000112877.8,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dap_chr5_lung,DAP,ENSG00000112977.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
brd8_chr5_lung,BRD8,ENSG00000112983.18,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lox_chr5_lung,LOX,ENSG00000113083.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhb5_chr5_lung,PCDHB5,ENSG00000113209.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
clk4_chr5_lung,CLK4,ENSG00000113240.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhb15_chr5_lung,PCDHB15,ENSG00000113248.6,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rnf130_chr5_lung,RNF130,ENSG00000113269.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rasgrf2_chr5_lung,RASGRF2,ENSG00000113319.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tars1_chr5_lung,TARS1,ENSG00000113407.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc12a7_chr5_lung,SLC12A7,ENSG00000113504.21,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
skp1_chr5_lung,SKP1,ENSG00000113558.19,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ppwd1_chr5_lung,PPWD1,ENSG00000113593.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tcerg1_chr5_lung,TCERG1,ENSG00000113649.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
bnip1_chr5_lung,BNIP1,ENSG00000113734.18,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc25a2_chr5_lung,SLC25A2,ENSG00000120329.7,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sil1_chr5_lung,SIL1,ENSG00000120725.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fastkd3_chr5_lung,FASTKD3,ENSG00000124279.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ndfip1_chr5_lung,NDFIP1,ENSG00000131507.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
prkaa1_chr5_lung,PRKAA1,ENSG00000132356.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
med10_chr5_lung,MED10,ENSG00000133398.4,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
spink5_chr5_lung,SPINK5,ENSG00000133710.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tmed7_chr5_lung,TMED7,ENSG00000134970.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ropn1l_chr5_lung,ROPN1L,ENSG00000145491.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ndufs6_chr5_lung,NDUFS6,ENSG00000145494.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
marchf6_chr5_lung,MARCHF6,ENSG00000145495.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pik3r1_chr5_lung,PIK3R1,ENSG00000145675.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
bdp1_chr5_lung,BDP1,ENSG00000145734.20,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fbxl17_chr5_lung,FBXL17,ENSG00000145743.18,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fbxo38_chr5_lung,FBXO38,ENSG00000145868.17,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tnip1_chr5_lung,TNIP1,ENSG00000145901.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kcnmb1_chr5_lung,KCNMB1,ENSG00000145936.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
psd2_chr5_lung,PSD2,ENSG00000146005.4,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
zmat2_chr5_lung,ZMAT2,ENSG00000146007.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
klhl3_chr5_lung,KLHL3,ENSG00000146021.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fam193b_chr5_lung,FAM193B,ENSG00000146067.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
srfbp1_chr5_lung,SRFBP1,ENSG00000151304.6,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fbxo4_chr5_lung,FBXO4,ENSG00000151876.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
atg10_chr5_lung,ATG10,ENSG00000152348.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cenph_chr5_lung,CENPH,ENSG00000153044.10,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
otulin_chr5_lung,OTULIN,ENSG00000154124.5,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc26a2_chr5_lung,SLC26A2,ENSG00000155850.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cdc42se2_chr5_lung,CDC42SE2,ENSG00000158985.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mrnip_chr5_lung,MRNIP,ENSG00000161010.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
itga2_chr5_lung,ITGA2,ENSG00000164171.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc45a2_chr5_lung,SLC45A2,ENSG00000164175.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
edil3_chr5_lung,EDIL3,ENSG00000164176.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rnf180_chr5_lung,RNF180,ENSG00000164197.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
csf2_chr5_lung,CSF2,ENSG00000164400.6,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hnrnph1_chr5_lung,HNRNPH1,ENSG00000169045.17,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fabp6_chr5_lung,FABP6,ENSG00000170231.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pwwp2a_chr5_lung,PWWP2A,ENSG00000170234.13,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cd14_chr5_lung,CD14,ENSG00000170458.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dnajc18_chr5_lung,DNAJC18,ENSG00000170464.10,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mzb1_chr5_lung,MZB1,ENSG00000170476.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hspa4_chr5_lung,HSPA4,ENSG00000170606.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
serf1a_chr5_lung,SERF1A,ENSG00000172058.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slco4c1_chr5_lung,SLCO4C1,ENSG00000173930.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rufy1_chr5_lung,RUFY1,ENSG00000176783.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
c5orf46_chr5_lung,C5orf46,ENSG00000178776.5,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
exoc3_chr5_lung,EXOC3,ENSG00000180104.16,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
f2r_chr5_lung,F2R,ENSG00000181104.7,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kcnip1_chr5_lung,KCNIP1,ENSG00000182132.14,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
arhgef37_chr5_lung,ARHGEF37,ENSG00000183111.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kctd16_chr5_lung,KCTD16,ENSG00000183775.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
arsi_chr5_lung,ARSI,ENSG00000183876.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhb13_chr5_lung,PCDHB13,ENSG00000187372.11,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ankdd1b_chr5_lung,ANKDD1B,ENSG00000189045.15,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ocln_chr5_lung,OCLN,ENSG00000197822.12,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sgtb_chr5_lung,SGTB,ENSG00000197860.10,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ccdc152_chr5_lung,CCDC152,ENSG00000198865.10,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhga1_chr5_lung,PCDHGA1,ENSG00000204956.6,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
snx2_chr5_lung,SNX2,ENSG00000205302.7,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ube2ql1_chr5_lung,UBE2QL1,ENSG00000215218.4,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdha13_chr5_lung,PCDHA13,ENSG00000239389.8,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhgc5_chr5_lung,PCDHGC5,ENSG00000240764.4,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
amacr_chr5_lung,AMACR,ENSG00000242110.8,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhac2_chr5_lung,PCDHAC2,ENSG00000243232.6,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pdcd6_chr5_lung,PDCD6,ENSG00000249915.9,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pcdhgb5_chr5_lung,PCDHGB5,ENSG00000276547.2,protein_coding,Lung,chr5,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
